# We charge an empty 20 cell (24V) battery, same as the
# real one we'll be using.  The temperatures seem wrong on the 
# high-side, cause it says its approx. 120F, but it's far too
# hot to touch.  Seems like different temperature sensors
# are giving us very different values.
# 
# The anomoly at 22:42.39 is caused by me realizing that the
# desktop power-supply won't be sufficient to charge the 24V
# battery, so I switched to the giant 32V brick.

23:05.03 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.96,T:23.7
23:05.13 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.96,T:23.7
23:05.23 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:23.7
23:05.33 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.98,T:23.7
23:05.43 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.98,T:23.7
23:05.53 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.97,T:23.7
23:06.03 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.97,T:23.8
23:06.13 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:23.8
23:06.23 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:23.8
23:06.33 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:23.8
23:06.44 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:23.8
23:06.54 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.97,T:23.8
23:07.04 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.98,T:23.8
23:07.14 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.98,T:23.9
23:07.24 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.97,T:23.9
23:07.34 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:23.9
23:07.44 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.97,T:23.9
23:07.54 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.98,T:23.9
23:08.04 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:23.9
23:08.14 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.98,T:23.9
23:08.24 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.98,T:24.0
23:08.34 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.98,T:24.0
23:08.44 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.97,T:24.0
23:08.54 E:  0,B:238,B:29.48V@2.04,D:31.22V@1.97,T:24.0
23:09.04 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.99,T:24.0
23:09.14 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:24.1
23:09.24 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:24.1
23:09.34 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.98,T:24.1
23:09.44 E:  0,B:238,B:29.51V@2.03,D:31.22V@1.97,T:24.1
23:09.54 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:24.1
23:10.04 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:24.2
23:10.14 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:24.2
23:10.24 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.96,T:24.2
23:10.34 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.96,T:24.2
23:10.44 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.99,T:24.2
23:10.54 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.97,T:24.3
23:11.04 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.99,T:24.3
23:11.14 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.98,T:24.3
23:11.24 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.98,T:24.3
23:11.34 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.98,T:24.3
23:11.44 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.98,T:24.4
23:11.54 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.99,T:24.4
23:12.04 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:24.4
23:12.14 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.99,T:24.4
23:12.25 E:  0,B:238,B:29.48V@2.06,D:31.22V@2.00,T:24.4
23:12.35 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.99,T:24.4
23:12.45 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.98,T:24.5
23:12.55 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.98,T:24.5
23:13.05 E:  0,B:238,B:29.48V@2.05,D:31.22V@1.99,T:24.5
23:13.15 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:24.5
23:13.25 E:  0,B:238,B:29.49V@2.07,D:31.22V@2.00,T:24.5
23:13.35 E:  0,B:238,B:29.49V@2.07,D:31.22V@1.99,T:24.5
23:13.45 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.98,T:24.6
23:13.55 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:24.6
23:14.05 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.98,T:24.6
23:14.15 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.99,T:24.6
23:14.25 E:  0,B:238,B:29.48V@2.05,D:31.22V@2.00,T:24.6
23:14.35 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.98,T:24.6
23:14.45 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.99,T:24.6
23:14.55 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:24.7
23:15.05 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.97,T:24.7
23:15.15 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:24.7
23:15.25 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.98,T:24.7
23:15.35 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.97,T:24.7
23:15.45 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.99,T:24.7
23:15.55 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.98,T:24.7
23:16.05 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:24.8
23:16.15 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.99,T:24.8
23:16.25 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.99,T:24.8
23:16.35 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:24.8
23:16.45 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.99,T:24.8
23:16.55 E:  0,B:238,B:29.48V@2.06,D:31.22V@2.00,T:24.8
23:17.05 E:  0,B:238,B:29.48V@2.06,D:31.22V@2.00,T:24.8
23:17.16 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.00,T:24.8
23:17.26 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:24.9
23:17.36 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:24.9
23:17.46 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:24.9
23:17.56 E:  0,B:238,B:29.48V@2.06,D:31.22V@1.99,T:24.9
23:18.06 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:24.9
23:18.16 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:25.0
23:18.26 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.00,T:25.0
23:18.36 E:  0,B:238,B:29.48V@2.06,D:31.22V@2.00,T:25.0
23:18.46 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.0
23:18.56 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.0
23:19.06 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.01,T:25.0
23:19.16 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.00,T:25.1
23:19.26 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.1
23:19.36 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.1
23:19.46 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.00,T:25.1
23:19.56 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.00,T:25.1
23:20.06 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.1
23:20.16 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.2
23:20.26 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.01,T:25.2
23:20.36 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.2
23:20.46 E:  0,B:238,B:29.48V@2.08,D:31.22V@1.99,T:25.2
23:20.56 E:  0,B:238,B:29.48V@2.10,D:31.22V@2.01,T:25.3
23:21.06 E:  0,B:238,B:29.48V@2.07,D:31.22V@2.00,T:25.3
23:21.16 E:  0,B:238,B:29.48V@2.05,D:31.22V@2.00,T:25.3
23:21.26 E:  0,B:238,B:29.48V@2.06,D:31.22V@2.00,T:25.3
23:21.36 E:  0,B:238,B:29.49V@2.07,D:31.22V@2.00,T:25.4
23:21.47 E:  0,B:238,B:29.48V@2.09,D:31.22V@2.02,T:25.4
23:21.57 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.02,T:25.4
23:22.07 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.01,T:25.4
23:22.17 E:  0,B:238,B:29.48V@2.07,D:31.22V@1.99,T:25.4
23:22.27 E:  0,B:238,B:29.48V@2.08,D:31.22V@2.00,T:25.4
